epoch,step,train/loss_epoch,train/loss_step,val/error_u,val/loss,val/loss_best
196,196,,7547.82177734375,,,
196,196,7547.82177734375,,,,
197,197,,7523.28515625,,,
197,197,7523.28515625,,,,
198,198,,7498.666015625,,,
198,198,7498.666015625,,,,
199,199,,7473.98876953125,,,
199,199,7473.98876953125,,,,
200,200,,7449.32177734375,,,
200,200,7449.32177734375,,,,
201,201,,7424.64208984375,,,
201,201,7424.64208984375,,,,
202,202,,7399.8955078125,,,
202,202,7399.8955078125,,,,
203,203,,7375.10205078125,,,
203,203,7375.10205078125,,,,
204,204,,7350.30029296875,,,
204,204,7350.30029296875,,,,
205,205,,7325.47900390625,,,
205,205,7325.47900390625,,,,
206,206,,7300.61328125,,,
206,206,7300.61328125,,,,
207,207,,7275.69091796875,,,
207,207,7275.69091796875,,,,
208,208,,7250.7392578125,,,
208,208,7250.7392578125,,,,
209,209,,7225.7705078125,,,
209,209,7225.7705078125,,,,
210,210,,7200.76318359375,,,
210,210,7200.76318359375,,,,
211,211,,7175.71435546875,,,
211,211,7175.71435546875,,,,
212,212,,7150.61767578125,,,
212,212,7150.61767578125,,,,
213,213,,7125.4921875,,,
213,213,7125.4921875,,,,
214,214,,7100.337890625,,,
214,214,7100.337890625,,,,
215,215,,7075.14208984375,,,
215,215,7075.14208984375,,,,
216,216,,7049.9013671875,,,
216,216,7049.9013671875,,,,
217,217,,7024.60888671875,,,
217,217,7024.60888671875,,,,
218,218,,6999.27197265625,,,
218,218,6999.27197265625,,,,
219,219,,6973.89013671875,,,
219,219,6973.89013671875,,,,
220,220,,6948.4599609375,,,
220,220,6948.4599609375,,,,
221,221,,6922.9765625,,,
221,221,6922.9765625,,,,
222,222,,6897.4326171875,,,
222,222,6897.4326171875,,,,
223,223,,6871.828125,,,
223,223,6871.828125,,,,
224,224,,6846.158203125,,,
224,224,6846.158203125,,,,
225,225,,6820.42431640625,,,
225,225,6820.42431640625,,,,
226,226,,6794.6201171875,,,
226,226,6794.6201171875,,,,
227,227,,6768.73974609375,,,
227,227,6768.73974609375,,,,
228,228,,6742.7783203125,,,
228,228,6742.7783203125,,,,
229,229,,6716.724609375,,,
229,229,6716.724609375,,,,
230,230,,6690.57568359375,,,
230,230,6690.57568359375,,,,
231,231,,6664.31884765625,,,
231,231,6664.31884765625,,,,
232,232,,6637.94970703125,,,
232,232,6637.94970703125,,,,
233,233,,6611.455078125,,,
233,233,6611.455078125,,,,
234,234,,6584.8291015625,,,
234,234,6584.8291015625,,,,
235,235,,6558.05517578125,,,
235,235,6558.05517578125,,,,
236,236,,6531.12451171875,,,
236,236,6531.12451171875,,,,
237,237,,6504.017578125,,,
237,237,6504.017578125,,,,
238,238,,6476.72705078125,,,
238,238,6476.72705078125,,,,
239,239,,6449.228515625,,,
239,239,6449.228515625,,,,
240,240,,6421.5146484375,,,
240,240,6421.5146484375,,,,
241,241,,6393.5595703125,,,
241,241,6393.5595703125,,,,
242,242,,6365.36328125,,,
242,242,6365.36328125,,,,
243,243,,6336.9072265625,,,
243,243,6336.9072265625,,,,
244,244,,6308.2373046875,,,
244,244,6308.2373046875,,,,
245,245,,6279.41259765625,,,
245,245,6279.41259765625,,,,
246,246,,6250.6953125,,,
246,246,6250.6953125,,,,
247,247,,6222.61328125,,,
247,247,6222.61328125,,,,
248,248,,6195.853515625,,,
248,248,6195.853515625,,,,
249,249,,6170.95361328125,,,
249,249,6170.95361328125,,,,
250,250,,6143.2900390625,,,
250,250,6143.2900390625,,,,
251,251,,6107.67431640625,,,
251,251,6107.67431640625,,,,
252,252,,6066.28662109375,,,
252,252,6066.28662109375,,,,
253,253,,6031.658203125,,,
253,253,6031.658203125,,,,
254,254,,6004.375,,,
254,254,6004.375,,,,
255,255,,5972.66357421875,,,
255,255,5972.66357421875,,,,
256,256,,5932.53466796875,,,
256,256,5932.53466796875,,,,
257,257,,5893.93017578125,,,
257,257,5893.93017578125,,,,
258,258,,5861.42626953125,,,
258,258,5861.42626953125,,,,
259,259,,5826.4677734375,,,
259,259,5826.4677734375,,,,
260,260,,5784.8623046875,,,
